id_revision,comentario_limpio,estrellas,sentimiento_estrella,sentimiento_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final_provisional,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia
98,Estuvo muy regular no hay las ofertas q dice Plaza Vea ya q los descuentos son una Burla las Famosas rebajas son de Priductos q No tienen Mayor Rotacion y el Resto tienen una Rebaja estupida de 0.90 centimos a eso ñe Llaman Super Precios esUna Total burla para ños Clientes asi mismo Totalmente Todos los Productos han Dubido entre el 15 sl 30 % osea cada dia de Mal en Peor Hasta cuando podran Soportar los Perunos estos Abusos,3,neutral,NEG,0.960948884487152,0.960948884487152,0.0350555256009101,0.0039956718683242,neutral,,,,
99,"Falta variedad en los productos comestibles, eso quita competencia en ofertas y no beneficia al cliente.",3,neutral,NEG,0.9607712626457214,0.9607712626457214,0.034397579729557,0.0048311715945601,neutral,,,,
100,"Considero que el personal tiene toda la voluntad y pericia para brindar atención a los clientes, pero lo que pasa es que la empresa no cuenta con productos que marquen la diferencia con las otras tiendas del sector. Se ha perdido las exclusividades que en antaño brindaban los principales ""basares"" que habían en Lima. Ahora todos los enseres son iguales o muy parecidos por lo que no generan voluntad de compra entre los usuarios.",3,neutral,NEG,0.9606063961982728,0.9606063961982728,0.0366035588085651,0.0027900240384042,neutral,,,,
101,"La distribución de sus góndolas siempre deja que desear. A pesar de tener un amplio espacio, el orden de su distribución no facilita hacer las compras en menor tiempo.",3,neutral,NEG,0.9605154395103456,0.9605154395103456,0.0363267324864864,0.0031578673515468,neutral,,,,
102,"Mucho demoran en la atención, hasta para dar un ticket",3,neutral,NEG,0.96027809381485,0.96027809381485,0.0364514775574207,0.0032704235054552,neutral,,,,
103,"El local el amplio, pero la atención es bastante lenta, sabiendo que la mayoría de gente va a hacer consultas en el horario de refrigerio, se quedan con poco personal en ventanilla.",3,neutral,NEG,0.959665834903717,0.959665834903717,0.037114955484867,0.0032192314974963,neutral,,,,
104,"Encuentras de todo y a muy buen precio. Lugar amplio, ya cuentan con aire acondicionado lo que hace que tus compras sean placenteras.",3,neutral,POS,0.9592573046684264,0.0032767448574304,0.0374659299850463,0.9592573046684264,neutral,,,,
105,"Este lugar ha mejorado muchísimo, particularmente por el desarrollo urbanístico que ha habido en la zona, esto ha producido de que los distintos negocios que se encuentran tengan por que volverse muy competitivos. Plaza Vea ha mejorado en el formato por el cual vende, es más atractivo y bonito y con un servicio mucho mejor que otros locales.",3,neutral,POS,0.9592331647872924,0.004406367894262,0.0363604910671711,0.9592331647872924,neutral,,,,
106,Me gustan sus precios de rebajas sus productos son muy buenos Pero está pasando algo q están usando información guardada y tengo el problema que habiendo bloqueado y darme un número nuevo de tarjeta a surgido compras parte de un fraude que supongo hecho por el mismo empleado ya q se trata de un nuevo número de tarjeta lo han usado quería comprar cosas pero así e preferido bloquear el resto de tarjetas adicionales me apena q este sucediendo algo así y todavía en estos tiempos que mal espero puedan resolver mi reclamo que ya fue puesto ojalá.!!!!!!!!,3,neutral,NEG,0.9589992165565492,0.9589992165565492,0.037478469312191,0.0035222894512116,neutral,,,,
107,"La atención fue maso menos buena, faltó un poco más de amabilidad y le ponía 5 estrellas. Lo que si es que hay buenas promociones estos días",3,neutral,POS,0.9577431678771972,0.0033130960073322,0.0389437526464462,0.9577431678771972,neutral,,,,
108,"Pésima atención ,me tiene grabado con los datos de mi DNI al 2021 enero y ,a julio 2021 me bloquean mi equipo la misma empresa con datos falsos que no son míos al 2021 ,su sistema no corrobora la data que supuestamente ya está tal cual el DNI de uno mismo ,sino como mejor les parece a ellos,...según lo llaman""error del sistema"", falta de actualización o ""fraude"" , y si te siguen cobrando tu mensualidad aunque sigas tu reclamo con razón.Como cliente exijo den un reporte en física de los datos de uno como usuario ala fecha ,para saber que uno es uno mismo.mepaso que el biométrico no funcionaba y que mi dirección no era la mía.Y con datos falsos me hicieron firmar para sacar mi nuevo chip ,sino no me lo daban",3,neutral,NEG,0.9575669169425964,0.9575669169425964,0.0396640934050083,0.0027689239941537,neutral,,,,
109,"Comparé precios con otros supermercados y Metro ya no tiene los precios competitivos, el café para pasar en presentación 225 gr. 2 soles más caro, café soluble lo mismo, por citar un producto. El pan francés cada día lo hacen más grande, deberían rebajar el standard de medida, me parece en vez de dos panes, se lleva uno.",3,neutral,NEG,0.9572664499282836,0.9572664499282836,0.0393638052046299,0.0033698491752147,neutral,,,,
110,"Tiene protocolos pero de ingreso. Una vez adentro es absurda la cantidad de personas que hay y nadie hace cumplir los sentidos de tránsito en los pasillos para evitar amontonamientos. Inclusive en la caja, no respetaban la distancia, aún bajo pedido de los empleados.",3,neutral,NEG,0.9572276473045348,0.9572276473045348,0.039095114916563,0.0036771544255316,neutral,,,,
111,"Gran variedad y siempre con buenas ofertas. Amable personal de caja, vigilancia y probadores pero las encargadas de las marcas no atienden para nada a los clientes. Cero ayuda para ubicar productos. Personal nada diligente y mala supervisión del mismo",3,neutral,NEG,0.9569135904312134,0.9569135904312134,0.0367623306810855,0.0063240644522011,neutral,,,,
112,La atención del personal es buena pero la política administrativa de la empresa no les da las adecuadas herramientas para la solución de problemas de los clientes todas las personas que acuden en su mayoría es para reclamar algo.,3,neutral,NEG,0.9565934538841248,0.9565934538841248,0.0395094491541385,0.0038971486501395,neutral,,,,
113,Buen lugar aunque se llena de clientes muy rápido,3,neutral,POS,0.956421673297882,0.0027793680783361,0.0407989993691444,0.956421673297882,neutral,,,,
114,"Es muy difícil para entrar allí si eres discapacitado, pues hay son escaleras mecánicas de una de las entradas y si requieres solocitar una silla no dejan que las presten, asi que para que vaya un descapacitado es difícil para su movilización.",3,neutral,NEG,0.9557443261146544,0.9557443261146544,0.041648868471384,0.0026068126317113,neutral,,,,
115,"Cuando uno compra en este tipo de supermercados uno se espera a que la calidad sea completa. Cuando fui a pagar en caja, la señorita iba tan rápido que yo no tenía tiempo de verificar si estaba escaneando los artículos correctamente. Después de pagar y al llegar a casa me di cuenta que había un error en la cantidad de artículos (había puesto 7 cuando eran solo 6 Taris 400gr) un error de 12 soles. Intentando comunicarme con Plaza Vea, su sistema de reclamos y consultas no es nada efectivo. Por eso les pongo 1 estrella, no contestan nunca (ya pasaron varios días y es silencio) pésimo para una tienda como ellos. ————- Actualización: De tanto esperar decidí ir a Plaza Vea hoy día 4 de diciembre, y hablé con el responsable de caja a quien explique mi problema. El después de verificar, me propuso la devolución de mi dinero o el rembolso del Tari adicional. Problema corregido. Actualizo a 3 estrellas (anteriormente 1) . Aun me parece ilógico que su sistema de reclamos en línea no funcione o tome tanto tiempo. Pero al menos la tienda se corrigió del problema. Gracias",3,neutral,NEG,0.9552479386329652,0.9552479386329652,0.0415604412555694,0.0031916673760861,neutral,,,,
116,La atención es muy lenta.,3,neutral,NEG,0.9551646113395692,0.9551646113395692,0.0408235788345336,0.0040118182078003,neutral,,,,
117,"Me parecio un lugar con muy buenos precios , muy ordenado limpio , pero a mi parecer les falta un mejor trato al publico , de lo demas todo genial",3,neutral,POS,0.9551634192466736,0.0046418416313827,0.0401947759091854,0.9551634192466736,neutral,,,,
118,"La atención de reclamos y servicio técnico requiere toda la paciencia del mundo. 1.5 horas para que digan que la información la pudieron dar por teléfono, cuando por teléfono dijeron que teníamos que ir en persona Cuando lo dejamos en servicio técnico nos dijeron de 7 a 10 días y en los papeles habían puesto 21 días. Tienen pésimo servicio técnico",3,neutral,NEG,0.9549436569213868,0.9549436569213868,0.0422298312187194,0.002826509065926,neutral,,,,
119,Muchas gente y los que atienden hacen otras cosas y no atienden a los que esperan,3,neutral,NEG,0.9543794393539428,0.9543794393539428,0.0421572811901569,0.003463277593255,neutral,,,,
120,Mal sistema de turnos para atención,3,neutral,NEG,0.9543063640594482,0.9543063640594482,0.0417109504342079,0.0039826808497309,neutral,,,,
121,"Este es una de los locales de Saga Falabella más grandes que he visitado hasta el momento. Tiene algo de 4 niveles con variedad de productos desde ropa, zapatos hasta artefactos. Me llamó la atención que todas las ocasiones que ingresé al local no estaba excesivamente lleno, quizás esto varía según las fechas y horas. Tienen muchas marcas de ropas y de carteras. Me gustó mucho esta tienda.",3,neutral,POS,0.9534719586372375,0.0029844085220247,0.0435435958206653,0.9534719586372375,neutral,,,,
122,"Tiene buenos precios y productos Pero la tienda sin Aire acondicionado, poca iluminación y poco personal para atención",3,neutral,NEG,0.953461229801178,0.953461229801178,0.0389760956168174,0.0075626587495207,neutral,,,,
123,"El local es bastante grande, pero un poco mal diseñado, hay 20 tiendas más dentro de tottus, no sé si el “centro comercial” es Open o Tottus, un desorden total; encontrar los baños se convierte en una búsqueda del tesoro, si tienes suerte lo encontrarás, no hay autoservicio.",3,neutral,NEG,0.95310240983963,0.95310240983963,0.0426662564277648,0.0042312261648476,neutral,,,,
124,"Pésima atención, fui a pagar la renovación del dúo playa, sólo recibían efectivo. Segundo me cobraban un cambio de ruta del cableado, cosa falsa. El mes pasado pedí una revisión del cableado que tiene varios años y que estaba deteriorado por estar en la playa y al interperie. Sólo fue acomodado y reemplazar empalmes. Tuve que hacer otra cola. Deben acortar trámites, tener varias computadoras para escribir en libro de reclamos, hasta para eso cola.",3,neutral,NEG,0.9526715278625488,0.9526715278625488,0.0444438979029655,0.0028845821507275,neutral,,,,
125,"Una experiencia no muy recomendable, entré a comprar unas gaseosas aprox 9.50pm y había una tienda deliplaza que contaba con una vitrina de bebidas, la chica que atendía estaba muy apurada por salir limpiando las mesas, nos mandó pagar a las cajas del supermercado pudiendo ella recibir el pago, un atención no muy buena.",3,neutral,NEG,0.9509634971618652,0.9509634971618652,0.0448808036744594,0.0041556917130947,neutral,,,,
126,"Esta tienda de Wong, es moderadamente en tamaño. Sin embargo está bien equipada. Hay variedad, claro que sería ideal que sea más espaciosa. Pero algo que me gusta mucho y valoro es el trato al cliente.",3,neutral,POS,0.9509159922599792,0.0035219173878431,0.0455620512366294,0.9509159922599792,neutral,,,,
127,"Buenos precios,mala atención en caja(muy lenta)",3,neutral,NEG,0.9498687386512756,0.9498687386512756,0.0439631752669811,0.0061680586077272,neutral,,,,
128,"Son buenos si los compras en las primeras horas del medio día, porque luego se cocinan mucho, pero el sabor en muy rico en realidad y tener en cuenta que el pescado que usan es muy fresco.",3,neutral,POS,0.9494789838790894,0.003229493740946,0.0472916066646575,0.9494789838790894,neutral,,,,
129,Va mejorando! Hoy si me apoyaron con las cosas y casi encontré todo!! Falto filete de pavo fresco.,3,neutral,POS,0.9494178295135498,0.0024821711704134,0.0481000021100044,0.9494178295135498,neutral,,,,
130,Compre una licuadora thomas hace unos meses.mala compra.el primer vaso se rajó. Y anoche el segundo vaso explotó con ka fruta.se desintegró todo.marca no confiable.hoy compre en hermosa de abancay otra licuadora Oster.,3,neutral,NEG,0.9492414593696594,0.9492414593696594,0.046508315950632,0.0042502568103373,neutral,,,,
131,"Tienda grande. No me gustó su patio de comidas, tienes que entrar a la tienda, tomar la comida empacada, ir a que te den un ticket, luego ir a la caja a pagar, salir , ir donde están las mesas calentar ya que todo , hasta los panes están helados, en fin todo un lío.",3,neutral,NEG,0.9486233592033386,0.9486233592033386,0.0471057780086994,0.0042709205299615,neutral,,,,
132,"me pareció regular, que no no te ayudan. Hay una cola para que te especifique adonde ir. La atención de autoservicio que tienen para los chip, no funciona si no hay un asesora al lado, por lo cual no es auto atención. Pero bueno, no se puede hacer más",3,neutral,NEG,0.9485965371131896,0.9485965371131896,0.048015397042036,0.0033880812115967,neutral,,,,
133,"Mala atencion de parte de una chica, se le preguto porque un nunero esta registrado a kombre de otra persona cuando yo lo compre con mi nombre y me dijo ¿que puedo hacer yo?, resuelvalo haciendo un reclamo y espere 30 dias.ojo, la chica que sale en la foto que subí me dio una atencion excelente, la del cubiculo del costado dio una atenxion pesima",3,neutral,NEG,0.9481964707374572,0.9481964707374572,0.0485810153186321,0.0032224843744188,neutral,,,,
134,La atencion es un poco lenta falta orden para las atenciones el lugar a veces keda chico especialmente los dias de pago . Se tiene k hacer cola afuera y adentro sugiero k tengan cajas para pago y otras para otras informaciones......,3,neutral,NEG,0.9478867053985596,0.9478867053985596,0.0483954288065433,0.0037178127095103,neutral,,,,
135,"Hasta hace unos 3 años era agradable comprar aqui, pero hoy en dia es como el mercado central, en los exteriores permiten ambulantes y mendigos que te abordan antes de entrar con sus productos y caramelos , dentro de la tienda un 80% de los clientes parecen tan apurados como un 24 de diciembre, abunda la descortesia, muchos creen que estan conduciendo un automovil en la via publica y te empujan en la espalda o derepente a la salida de un pasillo , el carrito de las compras y ni se pide disculpas o simplemente como robots se siguen de largo sin ninguna expresion. Todo ello , el desorden, la informalidad, la descortesia en nombre de la necesidad y la tolerancia. Nuestra idiosincracia racionalista y de querer hacer lo que nos plazca sin pensar en el projimo nos ha llevado a este caos. A mas cantidad de personas debemos de aumentar nuestra calidad en el trato y la formalidad en el comercio y en todo ambito.",3,neutral,NEG,0.9477930068969728,0.9477930068969728,0.0487909466028213,0.0034160511568188,neutral,,,,
136,Dónde puedes disfrutar de un buen momento.,3,neutral,POS,0.9460322260856628,0.0044938474893569,0.0494738966226577,0.9460322260856628,neutral,,,,
137,"Buen surtido grande y espacioso, un problema el estacionamiento, muy caro",3,neutral,NEG,0.9457199573516846,0.9457199573516846,0.0455395504832267,0.0087404754012823,neutral,,,,
138,La atención es tonta por qué tienes que hacer cola para cada cosa que vayas a hacer,3,neutral,NEG,0.9457036852836608,0.9457036852836608,0.051692210137844,0.0026041571982204,neutral,,,,
139,"Muy elegante y bien distribuido sus anaqueles, poco personal para la atención al cliente; si bien es cierto realizan descuentos pero únicamente a los clientes que utilizan las tarjetas de Ripley, lo cual me parece discriminatorio a la gente de provincias que viene a Lima y desea adquirir algun producto que no hay en el interior del país.",3,neutral,NEG,0.9454110860824584,0.9454110860824584,0.049791008234024,0.0047979070805013,neutral,,,,
140,No responden los telefonos.Tengo muchos dias i inintentandolo,3,neutral,NEG,0.9451157450675964,0.9451157450675964,0.0515770129859447,0.0033072684891521,neutral,,,,
141,Tengo mala experiencia con el parqueo de carros. No entiendo te dan 30 minutos de parqueo por consumo de 50 soles. Mientras que al pagar sólo en la caja te pasas más de 20 minutos haciendo las largas colas porque sólo hay dos cajas atendiendo. Creó que deberían de reconsiderar y ser más benevolente en cuanto al tiempo que se deja el auto en las cocheras. En lo demás todo limpio y ordenado. Gracias.,3,neutral,NEG,0.9445850849151612,0.9445850849151612,0.0515592694282531,0.0038556840736418,neutral,,,,
142,El no haber señal dentro de plaza vea a pesar de usar su WiFi incomoda mucho para realizar pagos con agora,3,neutral,NEG,0.9444753527641296,0.9444753527641296,0.0505619794130325,0.0049626501277089,neutral,,,,
143,"El Tipo que me atendió parecía molesto,no me dió información suficiente, cuando fui pará ver si me daban además de los 2 líneas, quería cambiar de Movistar a claro servicio de cable e internet",3,neutral,NEG,0.944458305835724,0.944458305835724,0.052510030567646,0.0030316598713397,neutral,,,,
144,"Disculpen, pero parece un gran almacen. La ropa mal colgada, apretadas las prendas que se maltratan, mucha mercaderia junta ... quiza podrian mejorar un poco la presentacion!! No se si es cuestion de cada marca???",3,neutral,NEG,0.9442965388298036,0.9442965388298036,0.0495774559676647,0.0061260010115802,neutral,,,,
145,"Deben dar más tiempo en el estacionamiento, ya que los retrasos son culpa de los cajeros y de los clientes que deberían tener un lugar para hacer solo consultas de precios",3,neutral,NEG,0.9442844986915588,0.9442844986915588,0.051722414791584,0.0039930930361151,neutral,,,,
146,Mucho personal y atención muy lenta. Muchos de los trabajadores iban de un lado a otro o hablaban entre ellos sin pasar turno a los usuarios.,3,neutral,NEG,0.9440100193023682,0.9440100193023682,0.0519403852522373,0.004049555864185,neutral,,,,
147,"Mala atención. El personal no se encontraba ubicado cerca a sus puestos de venta, así que los tuve que buscar. También, cuando contacté con alguno de otro espacio, no les interesaba brindar apoyo.",3,neutral,NEG,0.942832052707672,0.942832052707672,0.0540818236768245,0.003086173441261,neutral,,,,
148,Muy bien los precios. Pero los servicios higiénicos están muy lejos. Hay q bajar escaleras. Y es retirado. Lo cual puede ser peligroso. Hace un tiempo use los servicios higiénicos con mucha premura y el sticker de la puerta estaba roto. Lo cual me dejó expuesta. No es muy cómodo para ir con niños pequeños o adulto mayor. Los artículos de menestras y condimentos están a veces combinados y en diferentes sitios. El área de limpieza está un poco incompleta. Le falta más variedad.,3,neutral,NEG,0.9425806999206544,0.9425806999206544,0.0535568706691265,0.0038623637519776,neutral,,,,
149,"Probador escaso, precios elevados en algunas prendas, misma prenda en la competencia cuesta 10% menos, en algunas cosas de PC como audífonos y mouse que quise comprar me tuvieron casi 20 minutos esperando para darme el producto me hacen pagar luego recoger y demoran, si no hubiera pagado me iba",3,neutral,NEG,0.9425066709518432,0.9425066709518432,0.0542034730315208,0.0032898485660552,neutral,,,,
150,Excelente lugar donde brinda excelentes servicios alos clientes,3,neutral,POS,0.9421494007110596,0.004983558319509,0.0528670288622379,0.9421494007110596,neutral,,,,
151,"Este Wong destaca por ser de los más desordenados, a pesar de tener 2 niveles, es pequeño y los pasillos están pegados unos con otros, no apto para claustrofóbicos, aunque hay variedad de productos, es imposible estar dentro del local por más de 10 minutos.",3,neutral,NEG,0.9421212673187256,0.9421212673187256,0.0520154573023319,0.0058633969165384,neutral,,,,
152,La verdad necesito que llame un asesor ya que esa máquina de WhatsApp no me deja consultar nada. No he recibido ningún correo sobre el estado de mi pedido que su entrega ha sido reprogramada para hoy 26 de Agosto. Ni tampoco tengo el número de pedido.,3,neutral,NEG,0.9420945048332214,0.9420945048332214,0.0548504255712032,0.0030551219824701,neutral,,,,
153,"La tienda es buena, un poco desordenado pero todo es bueno, encuentras muchas cosas interesantes, como esta en un centro comercial es accesible y lo importante es que es seguro. No tiene baños y no tiene acceso con silla de ruedas",3,neutral,POS,0.9412057399749756,0.0034610100556164,0.0553332008421421,0.9412057399749756,neutral,,,,
154,"Fui a comprar solo hotdog y comida envasada. No pude llegar con facilidad al piso superior. Si el cliente no sabe dónde está la escalera/rampa, no puede llegar solo. Encima el vigilante no supo explicar, solo asume que uno es cliente habitual. Así no es 🙀…",3,neutral,NEG,0.9407964944839478,0.9407964944839478,0.057071004062891,0.0021325673442333,neutral,,,,
155,"Es grande, tiene acceso para personas con silla de ruedas hay variedad de productos para la cocina, en fin es un buen supermercado si recomiendo. Cuando visiten siempre estar tranquilos ya que va mucha gente y tener mucha paciencia con los demás.",3,neutral,POS,0.9406186938285828,0.0027793552726507,0.0566018819808959,0.9406186938285828,neutral,,,,
156,"Señores buenas noches hace un mes que anule la tarjeta de. Crédito Ripley y hasta el momento no me hacen llegar la carta de no adeudo, por favor cuanto mas tengo que esperar",3,neutral,NEG,0.9396799802780152,0.9396799802780152,0.0562922321259975,0.0040277228690683,neutral,,,,
157,Bien hay algunas ofertas interesantes solo hay que tener su tiempo para explorar y conseguir lo que buscas con una muy buena oferta,3,neutral,POS,0.9388473033905028,0.0024316324852406,0.0587210357189178,0.9388473033905028,neutral,,,,
158,"Muy buenas ofertas x cierra puertas me compré un buen polo a 30 soles, lo único malo fue el de seguridad que te seguía a cada rato xd.",3,neutral,POS,0.937774658203125,0.0060619553551077,0.0561633855104446,0.937774658203125,neutral,,,,
159,Buena atención de por medio para resolver dudas. Espero que sea así siempre con todos los clientes,3,neutral,POS,0.9377140402793884,0.003620678326115,0.0586653128266334,0.9377140402793884,neutral,,,,
160,"La calidad de algunas de sus verduras sigue siendo baja comparada con plaza vea, por ej los tomates, los limones entre otros. El stock de productos también ha bajado.",3,neutral,NEG,0.9377129077911376,0.9377129077911376,0.0578650198876857,0.0044220867566764,neutral,,,,
161,"Productos no están con precios correctos. Aparecen en el exhibidor con un precio y en Caja aparece otro,confundiendo y dorando o cancelando su compra por estos errores.",3,neutral,NEG,0.9353464841842652,0.9353464841842652,0.061720885336399,0.0029326046351343,neutral,,,,
162,"Falta personal para la atención al momento de la compra. Ninguno de sus centros de compra tiene todas sus cajas atendiendo. Por ejemplo, aca de 3 hay 2 atendiendo y habia tremenda cola. Avanzaba super lento.",3,neutral,NEG,0.9349380135536194,0.9349380135536194,0.0606160424649715,0.0044460189528763,neutral,,,,
163,"Hay variedad! 👍 Lo q no me gusta, es el trato selectivo q tienen algunas vendedoras(sobretodo en el área de Maquillaje), miran como si fueras bicho raro!!😠…",3,neutral,NEG,0.9349363446235656,0.9349363446235656,0.0610296539962291,0.00403409358114,neutral,,,,
164,"Amplio local donde prácticamente hay de todo para comprar para la casa. Sin embargo le falta un ordenamiento más eficiente en la distribución de sus productos y una señaletica más visible. Sin ello, el recorrido para la compra no es amigable.",3,neutral,NEG,0.9349049925804138,0.9349049925804138,0.059855431318283,0.0052396124228835,neutral,,,,
165,"Bien localizado y bien abastecido, sin embargo es angosto y eso hace que la experiencia sea rápida, por la cantidad de gente. La atención de los proveedores como farmacias es malísima. Aunque también comento, cómo ha cambiado la atención de Wong a la de hace unos años antes de la compra por Cencosud. 🤔…",3,neutral,NEG,0.9347039461135864,0.9347039461135864,0.0625389888882637,0.0027570808306336,neutral,,,,
166,"Los precios no están actualizados con la caja, faltan más cajas de atención, personal no es atento en muchos casos, deben revisar sus procesos...........",3,neutral,NEG,0.9344132542610168,0.9344132542610168,0.0613523125648498,0.0042343768291175,neutral,,,,
167,"Pasamos cómo 1 hora esperando una silla de ruedas, mi esposo tiene Parkinson, alzaimer, microinfarto ocular perdió su ojo izquierdo, del derecho ve poco, más otros problemas y esté supermercado cuenta con una sola silla de ruedas...una vergüenza. Al final tuve que dejar a una guardia muy amable que lo viera, mientras corrí a comprar...se preguntarán no lo dejó en casa?, somos los dos. Más encontré muy poco vegano 🌱 comparó con México que tiene sus reposteros dónde dice vegano y diferentes productos para elegir 🤷",3,neutral,NEG,0.934200644493103,0.934200644493103,0.0634196028113365,0.0023797352332621,neutral,,,,
168,La atención al cliente es sumamente importante.... Lamentablemente o les sobra personal o no están en las áreas donde deberían estar mas atentos al cliente y menos al celular.,3,neutral,NEG,0.934058427810669,0.934058427810669,0.059837769716978,0.006103818770498,neutral,,,,
169,"Hoy anunciaron que por cada compra mayor a 149 te obsequiaban una bolsa reutilizable, al ir a caja no te dan, y cuando reclamas un empleado no muy amable te manda a otra caja. El supervisor te dice que se acabo pero al ir a caja nuevamente ves colgadas varias bolsas. Ire a indecopi pues tengo pruebas y multen por falsa publicidad y mala atencion.",3,neutral,NEG,0.9332808256149292,0.9332808256149292,0.0633398592472076,0.0033792392350733,neutral,,,,
170,Buen ambiente pero su atención al ingreso a demás C.C sin sentido puesto que en la ENTRADA PRINCIPAL ya pasaste enseñando tu carnet de vacunación xq estar después presentando en demás locales es ilógico ?,3,neutral,NEG,0.9322385787963868,0.9322385787963868,0.0644486919045448,0.0033127202186733,neutral,,,,
171,Nada nuevo. Sin embargo vale la pena mencionar que aquí encontrarán productos marinos muy frescos. Buena calidad también en sus productos perecibles.,3,neutral,POS,0.93145352602005,0.0052262661047279,0.0633202195167541,0.93145352602005,neutral,,,,
172,Malísima atención,3,neutral,NEG,0.9300780296325684,0.9300780296325684,0.0569952018558979,0.0129268271848559,neutral,,,,
173,Es uno de los bancos más caros pero sus servicios al cliente son muy buenos,3,neutral,POS,0.9292393922805786,0.0086085451766848,0.0621520653367042,0.9292393922805786,neutral,,,,
174,"Muchas colas, nada de soluciones. Todos son quejas.",3,neutral,NEG,0.9288333654403688,0.9288333654403688,0.0619534514844417,0.0092131895944476,neutral,,,,
175,"El lugar está bien, la atención es normal, la satisfacciòn del cliente es algo que nunca les interesó así que es deficiente. Solo basta estar 15 minutos allí para darte cuenta que todos son reclamos y problemas.",3,neutral,NEG,0.9284245371818542,0.9284245371818542,0.0656427666544914,0.005932692438364,neutral,,,,
176,"Siempre para lleno, encima no cubre todos los servicios",3,neutral,NEG,0.9280424118041992,0.9280424118041992,0.0652391090989112,0.006718463730067,neutral,,,,
177,"No hay surtido! El del Óvalo Gutiérrez lo supera con creces. Ponen hartas cosas del mismo producto para completar las góndolas. Cuidado con los pedidos en línea, hay ofertas increíbles y saben que Wong es conocido por lo carísimo que cobra todo, y la excepción es Wong online los precios son muy competitivos, pero, te los cancelan. A veces hay en tienda con precios astronómicos y otras no hay ni un solo producto. Para avisar que no hay lo que querías, Te llaman en un horario abrumador, 9pm en la víspera y no dejan mensaje, vas a recoger tu pedido y te dicen, se canceló, no hay pedido. Te avisamos ayer! Deben dejar mensaje. Quien contesta el celular cuando ve un número desconocido y en la noche??? Se pasaron! 😕",3,neutral,NEG,0.9278663992881776,0.9278663992881776,0.0664134472608566,0.0057202144525945,neutral,,,,
178,"Usualmente compro en plaza vea y no me puedo quejar: En esta ocasión pase a *comprar panteones *para poder obsequiar en Navidad,“ AL PARECER NO FUE LA DECISIÓN CORRECTA” Originalmente pensé en comprar panteones dono frío pero al llegar ya no tenían así que por el apuro opté por otra opción ““PANETONES GLORIA” , *TREMENDO ERROR * compre 2 cajones que son total 12 panteones, llegando a casa quise probar uno y *puedo decir que NO VALEN LO QUE CUESTAN ESTÁN PÉSIMOS *, son los que les quedaron de julio o es que GLORIA BAJO SU CALIDAD AL MÍNIMO , en fin no los recomiendo, muy malos , al parecer este ańo en ves de dar una alegría probablemente genere un mala experiencia",3,neutral,NEG,0.9275826811790466,0.9275826811790466,0.0681602656841278,0.0042571267113089,neutral,,,,
179,"Es bastante grande, no lo he recorrido todo, pero cuando fui a la sección de libros que era a lo que iba no me gustó cómo estaban ordenados, poco eficiente e incómodo para poder ver los libros. Hay bastante movimiento por el lugar y hay muchos puestos de vendedores en el exterior",3,neutral,NEG,0.9263730645179749,0.9263730645179749,0.0664379820227623,0.0071890843100845,neutral,,,,
180,estuve 9pm y la pregunte x un cosmetico y la jefa de ese sector dijo q bo gabia quien me atienda x q el personal solo trabajs 8 hrs y se van... a lo q le dije deberian estar hasta q la tienda cierre....pesimo ! fue oechsle de rambla en San Borja,3,neutral,NEG,0.9255847334861756,0.9255847334861756,0.0704521164298057,0.0039630830287933,neutral,,,,
181,Tener cuidado con el estacionamiento. No hay control de la empresa que brinda el servicio del estacionamiento y el otro día casi me choca un auto al estar retrocediendo en una rampa,3,neutral,NEG,0.9247665405273438,0.9247665405273438,0.0700412839651107,0.005192176438868,neutral,,,,
182,"Muy buen lugar para hacer compras, y la atención es buena, algo que ellos enfatizan mucho, tambien para estacionar es amplio, lo unico malo es que no hay mucha seguridad.",3,neutral,POS,0.9235119223594666,0.0094445804134011,0.0670434013009071,0.9235119223594666,neutral,,,,
183,"Tiene un outlet de saga grande, es un gran espacio el Sodimac tiene casi todo tiene estacionamiento amplio pero fin de semana es un gran lío hay demasiada gente y los cajeros de la tienda Tottus no se abastecen muchos incluso no saben ni como guiar a la gente hacer sus colas, cuando ya están cerca a caja les dice que solo atenderán preferencial.",3,neutral,NEG,0.9215965867042542,0.9215965867042542,0.0710989087820053,0.0073044234886765,neutral,,,,
184,"La atención es buena, el personal atentó, brindan orientación.",3,neutral,POS,0.9213671088218688,0.0072888564318418,0.0713440403342247,0.9213671088218688,neutral,,,,
185,Fui en busca de unas zapatillas north face o columbia y me dijeron q no vendían esas marcas. La atención no muy buena porq nadie me dió razón sobre ese tema que tuve que buscar yo sola por toda la tienda.,3,neutral,NEG,0.920780599117279,0.920780599117279,0.0760716274380683,0.0031477089505642,neutral,,,,
186,"Protocolo de seguridad correcto. Pero deberían advertir a los que ingresan con sus niños, que corren, tocan y juegan con la ropa y todo lo que esté a su alcance. Es incómodo porque siempre hay niños corriendo y nadie les dice nada a los padres. En todas las tiendas de Lima norte he experimentado eso.",3,neutral,NEG,0.9204434752464294,0.9204434752464294,0.0746093019843101,0.0049472032114863,neutral,,,,
