id_revision_neutral,comentario_limpio,estrellas,sentimiento_estrella,sentimiento_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final_provisional,puntaje_neutral,criterios_neutral,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia
66,Muy bien los precios. Pero los servicios higiénicos están muy lejos. Hay q bajar escaleras. Y es retirado. Lo cual puede ser peligroso. Hace un tiempo use los servicios higiénicos con mucha premura y el sticker de la puerta estaba roto. Lo cual me dejó expuesta. No es muy cómodo para ir con niños pequeños o adulto mayor. Los artículos de menestras y condimentos están a veces combinados y en diferentes sitios. El área de limpieza está un poco incompleta. Le falta más variedad.,3,neutral,NEG,0.9425806999206544,0.9425806999206544,0.0535568706691265,0.0038623637519776,neutral,9.053556870669127,estrella_3;provisional_neutral;patron_textual_neutral,,,,
67,"Este Wong destaca por ser de los más desordenados, a pesar de tener 2 niveles, es pequeño y los pasillos están pegados unos con otros, no apto para claustrofóbicos, aunque hay variedad de productos, es imposible estar dentro del local por más de 10 minutos.",3,neutral,NEG,0.9421212673187256,0.9421212673187256,0.0520154573023319,0.0058633969165384,neutral,9.052015457302332,estrella_3;provisional_neutral;patron_textual_neutral,,,,
68,"Disculpen, pero parece un gran almacen. La ropa mal colgada, apretadas las prendas que se maltratan, mucha mercaderia junta ... quiza podrian mejorar un poco la presentacion!! No se si es cuestion de cada marca???",3,neutral,NEG,0.9442965388298036,0.9442965388298036,0.0495774559676647,0.0061260010115802,neutral,9.049577455967665,estrella_3;provisional_neutral;patron_textual_neutral,,,,
69,"Hasta hace unos 3 años era agradable comprar aqui, pero hoy en dia es como el mercado central, en los exteriores permiten ambulantes y mendigos que te abordan antes de entrar con sus productos y caramelos , dentro de la tienda un 80% de los clientes parecen tan apurados como un 24 de diciembre, abunda la descortesia, muchos creen que estan conduciendo un automovil en la via publica y te empujan en la espalda o derepente a la salida de un pasillo , el carrito de las compras y ni se pide disculpas o simplemente como robots se siguen de largo sin ninguna expresion. Todo ello , el desorden, la informalidad, la descortesia en nombre de la necesidad y la tolerancia. Nuestra idiosincracia racionalista y de querer hacer lo que nos plazca sin pensar en el projimo nos ha llevado a este caos. A mas cantidad de personas debemos de aumentar nuestra calidad en el trato y la formalidad en el comercio y en todo ambito.",3,neutral,NEG,0.9477930068969728,0.9477930068969728,0.0487909466028213,0.0034160511568188,neutral,9.048790946602821,estrella_3;provisional_neutral;patron_textual_neutral,,,,
70,"me pareció regular, que no no te ayudan. Hay una cola para que te especifique adonde ir. La atención de autoservicio que tienen para los chip, no funciona si no hay un asesora al lado, por lo cual no es auto atención. Pero bueno, no se puede hacer más",3,neutral,NEG,0.9485965371131896,0.9485965371131896,0.048015397042036,0.0033880812115967,neutral,9.048015397042036,estrella_3;provisional_neutral;patron_textual_neutral,,,,
71,"Son buenos si los compras en las primeras horas del medio día, porque luego se cocinan mucho, pero el sabor en muy rico en realidad y tener en cuenta que el pescado que usan es muy fresco.",3,neutral,POS,0.9494789838790894,0.003229493740946,0.0472916066646575,0.9494789838790894,neutral,9.047291606664658,estrella_3;provisional_neutral;patron_textual_neutral,,,,
72,"Esta tienda de Wong, es moderadamente en tamaño. Sin embargo está bien equipada. Hay variedad, claro que sería ideal que sea más espaciosa. Pero algo que me gusta mucho y valoro es el trato al cliente.",3,neutral,POS,0.9509159922599792,0.0035219173878431,0.0455620512366294,0.9509159922599792,neutral,9.04556205123663,estrella_3;provisional_neutral;patron_textual_neutral,,,,
73,"El local es bastante grande, pero un poco mal diseñado, hay 20 tiendas más dentro de tottus, no sé si el “centro comercial” es Open o Tottus, un desorden total; encontrar los baños se convierte en una búsqueda del tesoro, si tienes suerte lo encontrarás, no hay autoservicio.",3,neutral,NEG,0.95310240983963,0.95310240983963,0.0426662564277648,0.0042312261648476,neutral,9.042666256427765,estrella_3;provisional_neutral;patron_textual_neutral,,,,
74,"Cuando uno compra en este tipo de supermercados uno se espera a que la calidad sea completa. Cuando fui a pagar en caja, la señorita iba tan rápido que yo no tenía tiempo de verificar si estaba escaneando los artículos correctamente. Después de pagar y al llegar a casa me di cuenta que había un error en la cantidad de artículos (había puesto 7 cuando eran solo 6 Taris 400gr) un error de 12 soles. Intentando comunicarme con Plaza Vea, su sistema de reclamos y consultas no es nada efectivo. Por eso les pongo 1 estrella, no contestan nunca (ya pasaron varios días y es silencio) pésimo para una tienda como ellos. ————- Actualización: De tanto esperar decidí ir a Plaza Vea hoy día 4 de diciembre, y hablé con el responsable de caja a quien explique mi problema. El después de verificar, me propuso la devolución de mi dinero o el rembolso del Tari adicional. Problema corregido. Actualizo a 3 estrellas (anteriormente 1) . Aun me parece ilógico que su sistema de reclamos en línea no funcione o tome tanto tiempo. Pero al menos la tienda se corrigió del problema. Gracias",3,neutral,NEG,0.9552479386329652,0.9552479386329652,0.0415604412555694,0.0031916673760861,neutral,9.04156044125557,estrella_3;provisional_neutral;patron_textual_neutral,,,,
75,Buen lugar aunque se llena de clientes muy rápido,3,neutral,POS,0.956421673297882,0.0027793680783361,0.0407989993691444,0.956421673297882,neutral,9.040798999369144,estrella_3;provisional_neutral;patron_textual_neutral,,,,
76,"Me parecio un lugar con muy buenos precios , muy ordenado limpio , pero a mi parecer les falta un mejor trato al publico , de lo demas todo genial",3,neutral,POS,0.9551634192466736,0.0046418416313827,0.0401947759091854,0.9551634192466736,neutral,9.040194775909185,estrella_3;provisional_neutral;patron_textual_neutral,,,,
77,"Pésima atención ,me tiene grabado con los datos de mi DNI al 2021 enero y ,a julio 2021 me bloquean mi equipo la misma empresa con datos falsos que no son míos al 2021 ,su sistema no corrobora la data que supuestamente ya está tal cual el DNI de uno mismo ,sino como mejor les parece a ellos,...según lo llaman""error del sistema"", falta de actualización o ""fraude"" , y si te siguen cobrando tu mensualidad aunque sigas tu reclamo con razón.Como cliente exijo den un reporte en física de los datos de uno como usuario ala fecha ,para saber que uno es uno mismo.mepaso que el biométrico no funcionaba y que mi dirección no era la mía.Y con datos falsos me hicieron firmar para sacar mi nuevo chip ,sino no me lo daban",3,neutral,NEG,0.9575669169425964,0.9575669169425964,0.0396640934050083,0.0027689239941537,neutral,9.039664093405008,estrella_3;provisional_neutral;patron_textual_neutral,,,,
78,La atención del personal es buena pero la política administrativa de la empresa no les da las adecuadas herramientas para la solución de problemas de los clientes todas las personas que acuden en su mayoría es para reclamar algo.,3,neutral,NEG,0.9565934538841248,0.9565934538841248,0.0395094491541385,0.0038971486501395,neutral,9.039509449154139,estrella_3;provisional_neutral;patron_textual_neutral,,,,
79,Me gustan sus precios de rebajas sus productos son muy buenos Pero está pasando algo q están usando información guardada y tengo el problema que habiendo bloqueado y darme un número nuevo de tarjeta a surgido compras parte de un fraude que supongo hecho por el mismo empleado ya q se trata de un nuevo número de tarjeta lo han usado quería comprar cosas pero así e preferido bloquear el resto de tarjetas adicionales me apena q este sucediendo algo así y todavía en estos tiempos que mal espero puedan resolver mi reclamo que ya fue puesto ojalá.!!!!!!!!,3,neutral,NEG,0.9589992165565492,0.9589992165565492,0.037478469312191,0.0035222894512116,neutral,9.037478469312191,estrella_3;provisional_neutral;patron_textual_neutral,,,,
80,"Gran variedad y siempre con buenas ofertas. Amable personal de caja, vigilancia y probadores pero las encargadas de las marcas no atienden para nada a los clientes. Cero ayuda para ubicar productos. Personal nada diligente y mala supervisión del mismo",3,neutral,NEG,0.9569135904312134,0.9569135904312134,0.0367623306810855,0.0063240644522011,neutral,9.036762330681086,estrella_3;provisional_neutral;patron_textual_neutral,,,,
81,La atención en las cajas es buena. Sin embargo en el interior de la tienda no lo es. No hay personal capacitado para informar sobre la ubicación de los artículos o los precios y algo q me pareció bastante malo es que los baños no cuentan con papel higiénico.,3,neutral,NEG,0.961542010307312,0.961542010307312,0.0354411415755748,0.0030167575459927,neutral,9.035441141575575,estrella_3;provisional_neutral;patron_textual_neutral,,,,
82,Estuvo muy regular no hay las ofertas q dice Plaza Vea ya q los descuentos son una Burla las Famosas rebajas son de Priductos q No tienen Mayor Rotacion y el Resto tienen una Rebaja estupida de 0.90 centimos a eso ñe Llaman Super Precios esUna Total burla para ños Clientes asi mismo Totalmente Todos los Productos han Dubido entre el 15 sl 30 % osea cada dia de Mal en Peor Hasta cuando podran Soportar los Perunos estos Abusos,3,neutral,NEG,0.960948884487152,0.960948884487152,0.0350555256009101,0.0039956718683242,neutral,9.03505552560091,estrella_3;provisional_neutral;patron_textual_neutral,,,,
83,Bien pero los extractores de aire no funcionan todos compr rápido y sali mucho calor,3,neutral,NEG,0.9625158905982972,0.9625158905982972,0.0341055057942867,0.0033786259591579,neutral,9.034105505794287,estrella_3;provisional_neutral;patron_textual_neutral,,,,
84,"Atención normal, un poco caótico el tema de la entrada y salida y si tienes problemas para subir o bajar escaleras solo podrás usar una salida/entrada, ya que la q tenía rampa está clausurada. La atención en frutas y verduras es un lío, pocos de la zona saben sobre los productos , y a veces es ir un poco a ciegas",3,neutral,NEG,0.9650174379348756,0.9650174379348756,0.032564453780651,0.0024181501939892,neutral,9.032564453780651,estrella_3;provisional_neutral;patron_textual_neutral,,,,
85,"Todo estaba súper bien hasta pandemia. En vez de mejorar, ser más serviciales y dar rapidez en atención para que no haya aglomeraciones es totalmente lo contrario. El servicio cada día peor que el anterior, la cordialidad la borraron de sus valores, cuando se necesita q algún personal no encuentras a ninguno pero pasillos más adelante se ve todo un grupo del personal charlando y haciendo aglomeración. Al principio pensé que era cosa de un día, un turno, pero días consecutivos lo mismo atención al cliente fatal ni los supervisores dan el ejemplo. Tanto así que preferí el Vivanda, que es más chico si, pero la atención es muy buena. Ojalá en Wong se den cuenta que deben hacer algo para recuperar esa buena atención al cliente que tuvieron algún día.",3,neutral,NEG,0.9651914238929749,0.9651914238929749,0.0319802947342395,0.0028282538987696,neutral,9.03198029473424,estrella_3;provisional_neutral;patron_textual_neutral,,,,
86,"Muy mala atención. Hay que esperar demasiado para ser atendido, a pesar de ser cliente y todo. Igual esperas un montón. No se permite el pago de servicio en caja, salvo que pagues con tarjeta. Si quieres pagar en efectivo hay unas máquinas que para las personas que NO estén familiarizadas es un mundo (personas mayores, discapacitados, etc.). Espero que mejoren.",3,neutral,NEG,0.9653218388557434,0.9653218388557434,0.0316665656864643,0.0030116934794932,neutral,9.031666565686464,estrella_3;provisional_neutral;patron_textual_neutral,,,,
87,"Pésima experiencia, compre en diciembre los regalos familiares, y recibí unos vales de S/40, cuando quise usarlos me dijeron que era máximo un vale de S/40 por cada S/100. Hasta allí se puede entender, pero al final resulta que solo los podía utilizar al comprar prendas que no le daría ni a mi peor enemigo. Que tal engaño",3,neutral,NEG,0.9659711122512816,0.9659711122512816,0.0314774923026561,0.002551433397457,neutral,9.031477492302656,estrella_3;provisional_neutral;patron_textual_neutral,,,,
88,La atención en tienda es buena. Hay personal amable y otros no tanto. Pero el problema radica en la compañía en sí que tiene un pésimo servicio post-venta. He estado yendo en reiteradas oportunidades presentando reclamos y aún no hay solución. Lamentablemente la atención que dan en tienda es limitada a solo presentar reportes y esperar a que áreas especializadas resuelvan el problema - que no lo hacen - Atención a esto Movistar. Y a también a usted lector ya que he visto muchos clientes molestarse (enfurecerse) y aún así irse con las manos vacías.,3,neutral,NEG,0.9667795896530152,0.9667795896530152,0.0304463934153318,0.0027740942314267,neutral,9.030446393415332,estrella_3;provisional_neutral;patron_textual_neutral,,,,
89,Pero la persona que me atendió muy mal,3,neutral,NEG,0.9675731658935548,0.9675731658935548,0.0284609198570251,0.0039658597670495,neutral,9.028460919857025,estrella_3;provisional_neutral;patron_textual_neutral,,,,
90,"Fui a cancelar mi móvil, pero es pésimo su servicio de telefonía qué ofrece, por eso me cambié a otro operario, No lo recomiendo, gracias",3,neutral,NEG,0.9702060222625732,0.9702060222625732,0.0263069681823253,0.0034869387745857,neutral,9.026306968182325,estrella_3;provisional_neutral;patron_textual_neutral,,,,
91,Esta bien el lugar amplio pero bastante frustrado con el desempeño de efectividad para resolver los problemas de su servicio todo el día haciendo colas cuatro veces y salí igual como entre muy triste y enojada,3,neutral,NEG,0.9705038070678712,0.9705038070678712,0.0262062009423971,0.0032900110818445,neutral,9.026206200942397,estrella_3;provisional_neutral;patron_textual_neutral,,,,
92,"El lugar e infraestructura son bastante agradables, aun falta mas variedad para igualar a la competencia, pero si tienen un pesimo servicio. Lo siento.pero las 2 unicas veces que fui a comprar ahi siempre ocurrieron incovenientes.",3,neutral,NEG,0.970228910446167,0.970228910446167,0.025940902531147,0.0038302382454276,neutral,9.025940902531147,estrella_3;provisional_neutral;patron_textual_neutral,,,,
93,"Muy buenas marcas sin embargo me da lástima que dañen su imagen promoviendo marcas que usa 100% piel de animales en su fabricación. Adjunto dos fotos de una marca que usa 100% piel de conejo, me parece poco ético en la actualidad.",3,neutral,NEG,0.9683204889297484,0.9683204889297484,0.0254546571522951,0.006224799901247,neutral,9.025454657152295,estrella_3;provisional_neutral;patron_textual_neutral,,,,
94,No tienen cuando terminar las remodelaciones. Cada semana que voy han cerrado alguna zona y mueven los productos de las góndolas. Hacen perder tiempo. Y lo otro es que faltan más cajas y personal que apoye para embolsar las compras. Uno va temprano para hacer las compras pero hay muy pocas cajas disponibles y personal que apoye.,3,neutral,NEG,0.9725627899169922,0.9725627899169922,0.0251506324857473,0.0022865124046802,neutral,9.025150632485747,estrella_3;provisional_neutral;patron_textual_neutral,,,,
95,"A pesar de que hay como 20 o 30 ventanillas, la espera es de más de una hora, y no había aire acondicionado!! Está vez tuve suerte de que me atendiera una persona que estaba capacitada, pero lo normal es que la atención sea pésima, y los trabajadores están en la luna.",3,neutral,NEG,0.971380054950714,0.971380054950714,0.0251026395708322,0.0035173101350665,neutral,9.025102639570832,estrella_3;provisional_neutral;patron_textual_neutral,,,,
96,"Mi esposa y yo, nos sentimos muy estresados al ver que a partir de las 8:00 pm ningún asesor se acercó a nosotros para ayudarnos en nuestras compras, a pesar de mirar a muchos, se hacían de la vista gorda y la vendedora de bosch ni siquiera tenía ganas de atenderme. Pongo 3 estrellas porque el lugar es muy agradable y los productos de primera, pero pasé una muy mala experiencia. Espero que mejoren..... pensé recibir un excelente servicio y salí renegando.",3,neutral,NEG,0.9715800881385804,0.9715800881385804,0.0247897300869226,0.0036301519721746,neutral,9.024789730086923,estrella_3;provisional_neutral;patron_textual_neutral,,,,
97,"Tiene buenas ofertas, pero al momento de llegar a las cajas a pagar se acaba todo... son sumamente lentas y siempre hay un incidente que requiere que llamen a la supervisora que no puede suplir al mismo tiempo todo lo que sucede y hace más lenta la resolución de los incidentes. Tengo 8 años siendo cliente y nada que mejora eso.",3,neutral,NEG,0.973841905593872,0.973841905593872,0.0233148485422134,0.0028431438840925,neutral,9.023314848542213,estrella_3;provisional_neutral;patron_textual_neutral,,,,
98,"Paulman y su estilo.. Nada espectacular pero variedad de productos. Un ""Santa Isabel"" chileno con otro nombre y más productos para el hogar. El sector es precioso! Y la gente es muy amorosa y atenta!",3,neutral,POS,0.9754177331924438,0.0021810666657984,0.0224012769758701,0.9754177331924438,neutral,9.02240127697587,estrella_3;provisional_neutral;patron_textual_neutral,,,,
99,"Wong es bueno en general, pero a veces por culpa de cierto personal no competente, le causa molestias grandes a los clientes y toca bajarle la calificación... a ver si Wong se reivindica al menos con una disculpa publica. En este caso particular fue maltrato hacia mi persona.",3,neutral,NEG,0.9762614965438844,0.9762614965438844,0.0211989432573318,0.0025395669508725,neutral,9.021198943257332,estrella_3;provisional_neutral;patron_textual_neutral,,,,
100,Atención interna buena pero los trabajos que están haciendo en la fachada e internos. Muy inseguro para los clientes y transeúntes. No se ve una buena planificación de seguridad.,3,neutral,NEG,0.9741930961608888,0.9741930961608888,0.0211072545498609,0.004699648823589,neutral,9.021107254549861,estrella_3;provisional_neutral;patron_textual_neutral,,,,
101,"Pongo tres porque el personal de caja muy atentos y servicial, sin embargo la srta de atención al cliente te trata como si te hiciera un favor pesimo",3,neutral,NEG,0.9765674471855164,0.9765674471855164,0.0200856160372495,0.0033469768241047,neutral,9.02008561603725,estrella_3;provisional_neutral;patron_textual_neutral,,,,
102,"Hay variedad, sin embargo los carritos siempre están en malas condiciones ,sucios y las ruedas no giran ya que tiene bolas de pelo, al empujar el coche se va hacia los lados. Es terrible !",3,neutral,NEG,0.9774271249771118,0.9774271249771118,0.0197467934340238,0.0028260934632271,neutral,9.019746793434024,estrella_3;provisional_neutral;patron_textual_neutral,,,,
103,"Excelente ubicación pero pésima atención, las pantallas led de información en malas condiciones y falta de personal calificado.",3,neutral,NEG,0.9765620231628418,0.9765620231628418,0.0192470476031303,0.0041909175924956,neutral,9.01924704760313,estrella_3;provisional_neutral;patron_textual_neutral,,,,
104,"La tienda en general está bien ambientada y hay buenos productos, es pequeña y algo congestionada pero es natural en está época pero pésima la atención del servicio de ""Recojo en Tienda"". Han habilitado un espacio al fondo del sotano en un rincón dónde hace un calor espantoso sin aire acondicionado, no hay espacio para los qué esperan y muchos están de pie, parece hecho adrede porqué el personal atiende a los clientes cómo a damnificados. Sí la tendencia es hacer qué el comercio On line funcione en nuestro país deberían darle siquiera algo de comodidad a la gente qué compra por internet, al fin y al cabo también somos clientes, ¿no lo creen?",3,neutral,NEG,0.978744626045227,0.978744626045227,0.0183904897421598,0.0028648916631937,neutral,9.01839048974216,estrella_3;provisional_neutral;patron_textual_neutral,,,,
105,Si te atienden rapido si vas a renovar x otras cosas espera 4 a 5 horas una porkeria,3,neutral,NEG,0.513991117477417,0.513991117477417,0.4691426455974579,0.0168662536889314,neutral,7.469142645597458,estrella_3;provisional_neutral,,,,
106,"La atención es súper rápida y cordial. Si vas hacer uso de los Servicios Higiénicos, recomiendo que vayan con máscara de gas militar. De esas de la primera guerra mundial. Casi mi asfixio ahí adentro.",3,neutral,POS,0.5202702879905701,0.0373677983880043,0.4423618912696838,0.5202702879905701,neutral,7.442361891269684,estrella_3;provisional_neutral,,,,
107,"Conocimiento está por todas partes. Necesitan entrenamiento/capacitación de que es internet móvil. Me vendieron plan de Olo diciendo que es ilimitado y que las velocidades son en Gigas, lo cual es incorrecto. Mi plan de 30 Gigas NO es velocidad sino cuánto tengo de internet hasta que se acabe. La atención al cliente necesita mejorar, dos empleadas sentadas viendo su celular personal, hasta que una tercera me pasa la voz al fin. La cuarta ya atendía a un cliente. La que llegó a atenderme si fue con buen servicio.",3,neutral,NEG,0.5575379133224487,0.5575379133224487,0.4321894943714142,0.0102726472541689,neutral,7.432189494371414,estrella_3;provisional_neutral,,,,
108,"La atención agradable, el lugar con espacio y ordenado. Lo único que no me agrada no tiene probador para la ropa.",3,neutral,NEG,0.5281141400337219,0.5281141400337219,0.384753555059433,0.0871323272585868,neutral,7.384753555059433,estrella_3;provisional_neutral,,,,
109,Hola muy buenas noches amigos si claro este centro comercial es linda zona san Isidro hay todo la economía no es barato allí uds cuidesen mucho chao,3,neutral,POS,0.6066515445709229,0.0170026812702417,0.3763457834720611,0.6066515445709229,neutral,7.376345783472061,estrella_3;provisional_neutral,,,,
110,"Fui a medio día y había poca gente, aun así, las cajas son lentas y les comento que los precios en una bodega generalmente suelen ser más cómodos que Metro y si no comparen, la tienda es ordenada, limpia y acaban de aperturar un área de importaciones, digamos que es una locura de ropa, a mi no me gustó.",3,neutral,NEG,0.5939598083496094,0.5939598083496094,0.3699141442775726,0.0361260958015918,neutral,7.369914144277573,estrella_3;provisional_neutral,,,,
111,"Establecimiento de fácil acceso y con buen servicio de seguridad. La señalética, signos, letreros y demás, está obsoleta y no ha sido renovada en un buen tiempo. Dificulta encontrar lo que necesitas sin recurrir a un empleado. Si están buscando tallas grandes (L, XL en ropa o 44+ en zapatos) en vestimenta masculina, encontrarán poco o nada de alternativas (las tallas L suelen acabarse primero). Nota: pueden encontrar promociones MUY buenas si aprovechan en visitarlos justo en cambio de temporadas o colecciones.",3,neutral,NEG,0.6135192513465881,0.6135192513465881,0.3694159984588623,0.0170647986233234,neutral,7.369415998458862,estrella_3;provisional_neutral,,,,
112,"Amplio establecimiento y abastecido de variedad de productos. Su zona de parqueo también es amplio, incluye múltiples cajeros. Lo que no me agradó mucho es que disponen de una única área de salida y el área de entrada es pequeña.",3,neutral,NEG,0.615031361579895,0.615031361579895,0.3587267994880676,0.0262418612837791,neutral,7.358726799488068,estrella_3;provisional_neutral,,,,
113,Sitio aburrido,3,neutral,NEG,0.5712810158729553,0.5712810158729553,0.3575924038887024,0.071126565337181,neutral,7.357592403888702,estrella_3;provisional_neutral,,,,
114,Buen servicio,3,neutral,POS,0.5929093360900879,0.0506111346185207,0.3564795851707458,0.5929093360900879,neutral,7.356479585170746,estrella_3;provisional_neutral,,,,
115,Ha mejorado la atencion menos en almacen donde no tratan bien al cliente,3,neutral,NEG,0.5820883512496948,0.5820883512496948,0.3559218347072601,0.0619898438453674,neutral,7.35592183470726,estrella_3;provisional_neutral,,,,
116,"Posee gran variedad de mercancía, ropa de todo tipo desde interior hasta ternos o ropa deportiva, perfumes, electrodomésticos y cosas para el hogar. Precios accesibles lugar ordenado y limpio.",3,neutral,POS,0.6378663182258606,0.0122829461470246,0.3498507440090179,0.6378663182258606,neutral,7.349850744009018,estrella_3;provisional_neutral,,,,
117,Aún sigo esperando los resultados de mi caso con respecto a un reclamo por error de su propio sistema,3,neutral,NEG,0.6601212024688721,0.6601212024688721,0.3299691677093506,0.0099096121266484,neutral,7.329969167709351,estrella_3;provisional_neutral,,,,
118,Poca gente atendieron rápido y bien. Solo atienden ventas no reclamos,3,neutral,NEG,0.6306561827659607,0.6306561827659607,0.3210091590881347,0.0483346320688724,neutral,7.321009159088135,estrella_3;provisional_neutral,,,,
119,"Lo bueno: Encuentras de todo, ambiente agradable y tiene buenos precios. Lo malo: Si vas con auto, ahora cobran estacionamiento. O sea si vas a ver precios o haces compras menores de S/50, tienes que pagar el estacionamiento, por eso prefiero ir a Metro que está al frente.",3,neutral,POS,0.6543689370155334,0.0280286390334367,0.3176023960113525,0.6543689370155334,neutral,7.3176023960113525,estrella_3;provisional_neutral,,,,
120,Muy bien,3,neutral,POS,0.601051926612854,0.090578094124794,0.3083699643611908,0.601051926612854,neutral,7.308369964361191,estrella_3;provisional_neutral,,,,
121,Muy agradable lugar. Es mi preferido. Es un gusto comprar ahi. Como sugerencia un poco mas de control con el distanciamiento social. Mucha gente en el local No hay control en las cocheras. La gente anda sin mascarillas. Falta un cartel grandazo para los ignorantes.,3,neutral,POS,0.407893031835556,0.288802832365036,0.3033041357994079,0.407893031835556,neutral,7.303304135799408,estrella_3;provisional_neutral,,,,
122,"La atención de cajas en horario noche (7-9pm) es demasiado LENTA, poco personal y largas colas. X lo demás tiene buenas ofertas y VARIEDAD de productos 👍🏻…",3,neutral,NEG,0.6816326975822449,0.6816326975822449,0.2996788620948791,0.0186884794384241,neutral,7.299678862094879,estrella_3;provisional_neutral,,,,
123,"En general buena atención,una señorita de electrodomésticos amablemente dejando su lugar me acompaño donde estaban los taper que canjeaban con cartilla,todo bien distribuido y con precios visibles. Por ser tienda céntrica inevitable no encontrar colas en cajas.",3,neutral,POS,0.7011871337890625,0.0109323821961879,0.2878804802894592,0.7011871337890625,neutral,7.287880480289459,estrella_3;provisional_neutral,,,,
124,"Lugar cómodo y seguro para comprar. Oportunidad de mejora, la zona de alimentos por peso tiene comidas básicas y mal preparadas, el arroz se ve recalentado y la ensalada por ejemplo me tocó con un sabor extraño, como para no volver a usar ese servicio",3,neutral,NEG,0.6785902380943298,0.6785902380943298,0.2853995263576507,0.0360102765262126,neutral,7.285399526357651,estrella_3;provisional_neutral,,,,
125,"Centro comercial para hacer compras comida, juegos infantiles,parqueos.mucha comodidad",3,neutral,POS,0.7251841425895691,0.009125648997724,0.2656902074813843,0.7251841425895691,neutral,7.265690207481384,estrella_3;provisional_neutral,,,,
126,"Es muy buena opción si quieres productos de calidad a precio moderado. Deben cuidar mas los olores en la pescadería, nunca compraría allí, además al lado del pan, fatal. Si puedes permitirte el lujo mejor ir a cualquier Wong.",3,neutral,NEG,0.6107297539710999,0.6107297539710999,0.2486288398504257,0.1406413614749908,neutral,7.248628839850426,estrella_3;provisional_neutral,,,,
127,"Un súper mercado que lleva años atendiendo cumpliendo los estándares de limpieza y accesibilidad, así como variedad de productos y precios razonables. Lo de malo es la zona un tanto sucia y peligrosa.",3,neutral,NEG,0.6844063997268677,0.6844063997268677,0.2410413473844528,0.0745521932840347,neutral,7.241041347384453,estrella_3;provisional_neutral,,,,
128,"Es pequeño la verdad me pareció peligroso porque afuera de este hay paraderos de motos piratas. Lo que menos me gustó es que el baño este en el segundo piso y metido al fondo , lo rescatable es que hay estacionamiento en el segundo piso puedes subir con tu carrito y dejar todas tus compras ahí .Atienden hasta las 10pm bueno a esa hora ya no dejan entrar y los que ya estaban adentro los esperan para que cierren.",3,neutral,NEG,0.7241355776786804,0.7241355776786804,0.2380093783140182,0.0378550849854946,neutral,7.238009378314018,estrella_3;provisional_neutral,,,,
129,"La tienda es muy bonita y espaciosa, no habia tanta clientela a la hora q se hizo compras, variado tanto ya se acaba la temporada invierno ya habia algunas prendas en oferta. Exhibiendose la nueva temporada, muy ordenado, buena musica, solo quejarme por aquella maquina para controlar precios de cada prenda estaba fuera de uso (adjunto foto) ojala lo puedan arreglar, me comentaron algunas vendedoras que a veces la maquina funciona a veces no. Sobre todo cuando algunas prendas tienen la etiqueta de la oferta.",3,neutral,POS,0.754890501499176,0.0088153015822172,0.2362942099571228,0.754890501499176,neutral,7.236294209957123,estrella_3;provisional_neutral,,,,
130,"Es necesario coloquen las góndolas, el cliente debe recorrer todo el supermercado buscando lo que necesita. En algunos momentos tienen pocos cajeros y los cajeros menos hábiles lo cual hace que los tiempos de espera en cola sean incómodos. Las cajas rápidas no son rápidas. Son buenos los cupones de descuento cuando los cajeros recuerdan entregarlos.",3,neutral,NEG,0.751318633556366,0.751318633556366,0.2298600375652313,0.0188212674111127,neutral,7.229860037565231,estrella_3;provisional_neutral,,,,
131,Tienen ropa bassic que te salva de apuros.,3,neutral,POS,0.7595114707946777,0.0238472856581211,0.2166413217782974,0.7595114707946777,neutral,7.216641321778297,estrella_3;provisional_neutral,,,,
132,"Las salidas de las cajas es una bomba de tiempo, el pasillo practicamente esta anulado por los modulos que estan a la salida. Perfumeria, bonus, teleticket etc que bien podrian ponerlos en otra parte.",3,neutral,NEG,0.7682526707649231,0.7682526707649231,0.2158021777868271,0.0159451533108949,neutral,7.215802177786827,estrella_3;provisional_neutral,,,,
133,Buenas ofertas en abarrotes,3,neutral,POS,0.7807737588882446,0.0106430053710937,0.2085832208395004,0.7807737588882446,neutral,7.2085832208395,estrella_3;provisional_neutral,,,,
134,"Buena atención por lo pronto, hasta ahora ningún percance. Vamos a ver si se sigue portando así en el futuro 👍…",3,neutral,POS,0.7861867547035217,0.0093167815357446,0.2044964134693145,0.7861867547035217,neutral,7.204496413469315,estrella_3;provisional_neutral,,,,
135,"Colas incombustibles y atención viciada. Tengan cuidado con las características que dicen que tienen los equipos que compran. Cuidado con Claro Video, lo ponen en letra pequeña al renovar un plan o adquirir uno nuevo.",3,neutral,NEG,0.7899542450904846,0.7899542450904846,0.2009619772434234,0.0090836975723505,neutral,7.2009619772434235,estrella_3;provisional_neutral,,,,
136,"Es uno de los locales más grandes de la cadena de supermercados METRO y está ubicado en la avenida de la Marina distrito de San Miguel. Cuenta con amplio estacionamiento externo, con un Patio de Comidas y multisalas de cine CINEMARK. Les recomiendo el Patio de Comidas por su variedad.",3,neutral,POS,0.7944010496139526,0.009405268356204,0.1961937546730041,0.7944010496139526,neutral,7.196193754673004,estrella_3;provisional_neutral,,,,
